stud.id,name,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
382512,"Fischer, Hela",Female,22,163,69,Catholic,1.41,1st,Social Sciences,Biology,NA,NA,0,0,NA
266076,"Steenburgh, Darren",Male,21,168,70.2,Catholic,1.14,6th,Biology,Social Sciences,71,78,0,1,42951.06119
437820,"Ishii, Alexis",Male,21,155,61.8,Catholic,2.74,6th,Environmental Sciences,Economics and Finance,77,72,1,1,39492.44865
275329,"Hanson, Nicole",Female,22,159,65,Catholic,3.5,3rd,Biology,Economics and Finance,79,80,1,0,NA
802420,"Stravia, Kelly",Female,23,158,67.2,Catholic,3.85,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
841378,"Rivera Munoz, Jose",Male,25,166,68.7,Orthodox,1.77,5th,Political Science,Social Sciences,49,58,1,1,28707.85312
372347,"Hamlin, Dillon",Male,18,186,81.2,Catholic,2.75,3rd,Environmental Sciences,Biology,74,78,1,0,NA
592063,"Ponce, Demetra",Female,20,143,54.7,Other,3.2,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
152208,"Wright, Abigail",Female,25,160,67.6,Orthodox,1.53,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
468914,"Johnson, Alexander",Male,20,187,86.7,Catholic,1.91,4th,Mathematics and Statistics,Biology,89,94,0,0,NA
893871,"Graham, Mareena",Female,21,177,76.1,Other,1.14,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
539861,"Devine, Teresa",Female,22,152,58.6,Other,1.91,3rd,Biology,Environmental Sciences,71,81,1,0,NA
536874,"Jones, Alice",Female,25,170,71.2,Protestant,3.14,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
846834,"Ales, Kylie",Female,21,173,75.4,Other,2.18,4th,Environmental Sciences,Mathematics and Statistics,70,73,1,1,34775.0559
594278,"Yussufu, Kaitlyn",Female,22,167,70.4,Catholic,1.16,6th,Biology,Social Sciences,77,70,1,1,33692.99327
680299,"Manzanares, Zakia",Female,21,164,65.9,Other,2.56,3rd,Political Science,Social Sciences,49,59,1,0,NA
354806,"Grado, Gina",Female,21,160,62.4,Protestant,1.26,>6th,Biology,Environmental Sciences,77,78,1,0,NA
695170,"Morris, Justin",Male,21,183,82.7,Other,2.16,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
358742,"Bellerive, Chandler",Female,23,166,69.7,Other,1.05,4th,Economics and Finance,Social Sciences,71,65,1,1,43024.9237
734790,"Peterson, Alexis",Female,21,158,63.2,Other,3.95,6th,Biology,Political Science,75,79,1,0,NA
867636,"Moreno, Audrey",Female,21,156,66.4,Orthodox,1.21,4th,Political Science,Environmental Sciences,54,55,1,0,NA
156237,"Saxe, Kurt",Male,21,187,82.2,Other,1.44,2nd,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
476942,"Garduno, Justin",Male,20,171,73.1,Muslim,1.4,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
263851,"Ruybal, Morgun",Male,19,182,79.2,Other,1.36,4th,Biology,Environmental Sciences,77,81,0,0,NA
725066,"Pak, Jacob",Male,19,191,92.9,Catholic,1.43,6th,Economics and Finance,Biology,67,68,1,1,49121.87015
838585,"Montoya, Siobhan",Female,20,168,68.4,Catholic,1.16,5th,Political Science,Environmental Sciences,56,57,0,0,NA
306442,"Figgs, Aaron",Male,23,180,80.3,Protestant,3.14,4th,Social Sciences,Political Science,39,46,1,1,44776.9159
452620,"Kwon, Tony",Male,20,179,79.7,Protestant,3.17,4th,Economics and Finance,Political Science,61,55,0,0,NA
832596,"Watson, John",Male,19,165,70.6,Catholic,2.86,>6th,Mathematics and Statistics,Environmental Sciences,87,87,1,1,42495.44398
945735,"Gutierrez, Blanca",Female,21,149,58.8,Protestant,2.22,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
134380,"Martinez, Jaylene",Female,21,153,61.4,Other,1.03,3rd,Political Science,Biology,48,54,1,0,NA
478268,"Gonzales, Ilana",Female,19,170,68.8,Protestant,2.47,4th,Mathematics and Statistics,Political Science,89,92,1,0,NA
295384,"Santistevan, Nana",Female,19,171,73.5,Catholic,2.13,3rd,Biology,Economics and Finance,84,79,1,0,NA
408247,"Rios, Mebrat",Female,21,155,59.6,Other,2.57,3rd,Environmental Sciences,Mathematics and Statistics,73,70,1,0,NA
592512,"Turner, Ashley",Female,21,164,72.4,Protestant,3.08,3rd,Biology,Political Science,78,77,1,0,NA
634964,"Lam, Alexander",Male,19,178,75.2,Protestant,1.31,3rd,Mathematics and Statistics,Political Science,87,86,0,0,NA
442195,"Lee, Adrian",Male,24,181,79.6,Other,1.17,5th,Economics and Finance,Biology,70,63,0,1,52343.76033
791266,"Cunningham, Sarah",Female,20,169,75.9,Orthodox,3.28,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
471913,"Moreland, Ethen",Male,20,173,72.2,Catholic,1.04,5th,Environmental Sciences,Biology,66,65,0,1,36599.27042
410662,"Oswalt-Naasz, Nathan",Male,20,169,66.4,Protestant,3.48,1st,Economics and Finance,Biology,NA,NA,0,0,NA
648340,"Nguyen, Amanuel",Male,21,171,74.2,Other,3.52,5th,Mathematics and Statistics,Environmental Sciences,81,90,1,1,43756.57926
533127,"Levesque, Ian",Male,20,186,85.8,Other,1.95,>6th,Social Sciences,Environmental Sciences,47,49,1,1,41163.65455
491541,"Lewis, Charles",Male,19,170,72.8,Catholic,1.42,6th,Social Sciences,Economics and Finance,42,51,1,1,33476.60003
145718,"Verdos, Adrian",Male,21,180,74.7,Catholic,1.24,5th,Biology,Social Sciences,74,76,0,1,48573.8517
812467,"Dorado, Alexis",Female,19,159,64.5,Protestant,3.61,4th,Biology,Environmental Sciences,79,82,1,1,38479.94408
677171,"Myong, Marquez",Male,20,185,86.5,Protestant,1.45,6th,Biology,Mathematics and Statistics,79,74,1,1,61067.56777
848825,"Davis, Kateri",Female,19,156,62.8,Protestant,3.28,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
545132,"Martin, Angelica",Female,21,164,69.9,Catholic,2.72,3rd,Biology,Political Science,75,80,1,0,NA
415347,"Newsum Schoenberg, Morgann",Female,22,163,72.3,Orthodox,1.16,3rd,Economics and Finance,Social Sciences,66,59,0,0,NA
729244,"Alvarado, Anna",Female,22,160,62.6,Catholic,2.98,6th,Economics and Finance,Political Science,56,56,1,0,NA
125961,"Cameron, Shai",Female,22,186,81.6,Other,3.56,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
751533,"Feliciano, Sara",Female,24,164,64.6,Catholic,1.46,1st,Social Sciences,Biology,NA,NA,0,0,NA
459739,"Hoover, Treyvon",Male,22,186,83.6,Catholic,1.6,3rd,Environmental Sciences,Mathematics and Statistics,69,74,1,0,NA
663553,"Untalan, Velasquez",Male,22,146,61.4,Catholic,2.12,4th,Economics and Finance,Environmental Sciences,70,64,1,1,55800.95979
965579,"Dominguez Fierro, Izabella",Female,23,170,71.8,Other,1.85,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
309827,"Wilhite, Tori",Female,21,163,65,Orthodox,2.44,6th,Social Sciences,Environmental Sciences,49,43,0,1,26097.73519
684043,"Corral, Cinthia",Female,42,167,69.2,Catholic,2.48,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
855646,"Rodriguez, Lena",Female,22,150,61.4,Other,1.34,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
757635,"Hancock, Michael",Male,19,184,78.7,Other,2.09,3rd,Environmental Sciences,Social Sciences,74,72,1,0,NA
915729,"Edwards, Michelle",Female,23,152,63.4,Catholic,2.93,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
620452,"Tracey, David",Male,20,195,91.3,Catholic,1.69,6th,Environmental Sciences,Mathematics and Statistics,77,73,1,0,NA
149638,"Duley, Taylor",Female,20,176,78.5,Protestant,1.48,3rd,Social Sciences,Environmental Sciences,48,42,0,0,NA
560028,"Norton, Nicholas",Male,26,181,76.7,Other,1.31,6th,Mathematics and Statistics,Social Sciences,93,87,1,1,33902.00043
892178,"Glasper, Haley",Female,21,151,58.9,Orthodox,2.54,4th,Social Sciences,Mathematics and Statistics,42,42,1,0,NA
669251,"Geberkidane, Rachel",Female,19,165,72.7,Orthodox,2.95,1st,Biology,Economics and Finance,NA,NA,0,0,NA
731560,"Bear, Jethro-Eli",Male,48,175,75.8,Other,3.57,6th,Economics and Finance,Biology,74,69,1,1,50206.14187
339308,"Espinoza, Jazzmine",Female,23,155,60.3,Protestant,1.72,4th,Social Sciences,Political Science,46,44,0,0,NA
332119,"Maestas, Jeremy",Male,22,189,91.9,Protestant,1.14,3rd,Economics and Finance,Political Science,69,62,1,0,NA
388596,"Aguilar, Dachaleyce",Female,20,169,68.7,Protestant,1.72,3rd,Political Science,Social Sciences,52,54,1,0,NA
354936,"Bemski, Charles",Male,21,189,85.4,Protestant,2.87,5th,Mathematics and Statistics,Economics and Finance,88,90,1,0,NA
768418,"Hong, Tyree",Male,23,175,70.5,Catholic,2.17,5th,Environmental Sciences,Economics and Finance,66,65,1,1,37850.91489
171130,"Reyes, Brittany",Female,21,165,66.2,Other,1.14,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
572551,"Gay, Jenni",Female,20,160,60.7,Protestant,2.54,6th,Biology,Political Science,76,84,1,1,43755.4504
357825,"Patel, Catarino",Male,22,176,75.2,Protestant,2.52,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
182706,"Martinez, Samuel",Male,21,180,80.1,Protestant,2.22,6th,Environmental Sciences,Economics and Finance,66,72,1,1,40913.35322
600306,"Arteaga Torres, Dennise",Female,20,175,78.4,Catholic,1.63,3rd,Environmental Sciences,Social Sciences,61,80,1,0,NA
754299,"Maes, Angelica",Female,21,157,64.7,Catholic,3.89,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
953820,"Shorty, Alissa",Female,19,161,66.9,Protestant,2.21,4th,Biology,Economics and Finance,75,79,1,1,47326.79144
625276,"Templeton, Crystal",Female,20,164,66.6,Protestant,2.58,4th,Social Sciences,Biology,41,47,0,0,NA
898710,"Lyon, Megan",Female,21,156,63.3,Catholic,1.75,4th,Political Science,Social Sciences,55,56,1,1,29216.61781
157606,"Rea, Santos",Male,20,175,76.5,Protestant,1.9,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
345834,"Bustamante-Harrison, Joao",Male,21,186,81.2,Catholic,1.16,4th,Environmental Sciences,Social Sciences,70,68,1,0,NA
709475,"Tang, Landon",Male,21,185,82.2,Catholic,1.32,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
188741,"Cruze, Pranav",Male,21,195,95,Catholic,1.45,3rd,Mathematics and Statistics,Environmental Sciences,90,90,1,0,NA
705897,"Aguirre, Jahmila",Female,19,168,69.2,Other,1.17,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
331899,"Isobe, Bryson",Male,21,181,82.4,Protestant,2.18,3rd,Economics and Finance,Biology,71,65,0,0,NA
468954,"Anderson, Nicole",Female,25,165,66.2,Other,3.19,5th,Social Sciences,Environmental Sciences,42,52,1,1,25445.58294
929982,"Walton-Estrada, Rachael",Female,21,163,66.9,Catholic,1.96,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
425362,"Salas, Barbara",Female,21,170,73.7,Other,2.55,6th,Social Sciences,Biology,44,51,1,1,32194.59225
868103,"Luevano, Ciara",Female,21,170,70.1,Protestant,1.24,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
528647,"Rodriguez, Zaira",Female,18,170,73.6,Catholic,1.5,1st,Political Science,Biology,NA,NA,0,0,NA
690012,"Rodriguez, Tanice",Female,23,150,62.1,Catholic,2.12,4th,Social Sciences,Political Science,45,40,1,0,NA
483144,"Yoo, Ashante",Male,20,180,78.3,Protestant,1.5,3rd,Social Sciences,Environmental Sciences,41,42,1,0,NA
166867,"Gonzalez, Chevie",Female,21,172,69.5,Catholic,1.99,3rd,Political Science,Economics and Finance,52,54,1,0,NA
221089,"Dotson, Lily",Female,22,168,70,Catholic,2,4th,Biology,Political Science,75,78,0,0,NA
241093,"Lopez, Amara",Female,22,167,68.3,Other,1.76,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
336605,"Garcia, Nancy",Female,23,175,74.8,Catholic,2.31,3rd,Biology,Economics and Finance,77,80,1,0,NA
417148,"Nguyen, Sir Carless",Male,21,176,78.1,Catholic,1.05,2nd,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
367821,"Hernandez, Bethany",Female,19,156,62.5,Other,3.7,4th,Economics and Finance,Social Sciences,71,68,1,0,NA
263937,"Terry, Justin",Male,24,167,66.6,Protestant,2.99,6th,Mathematics and Statistics,Economics and Finance,82,94,1,1,58178.58433
677848,"Gustafson, Kyle",Male,22,174,69.9,Protestant,1.24,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
356845,"Burger, Brian",Male,21,179,76.9,Catholic,3.16,3rd,Economics and Finance,Biology,65,66,0,0,NA
788803,"Cloud, Damion",Male,34,180,79.7,Protestant,1.15,2nd,Political Science,Biology,NA,NA,0,0,NA
653617,"Ironcloud, Nicholas",Male,23,176,72.1,Protestant,1.85,4th,Biology,Environmental Sciences,73,84,1,0,NA
391901,"Overbeck, Margaret",Female,28,157,62.7,Other,1.56,2nd,Biology,Social Sciences,NA,NA,0,0,NA
918369,"Bowman, Alec",Male,45,176,78,Protestant,3.57,6th,Social Sciences,Environmental Sciences,43,41,0,0,NA
377561,"Brauher, Pi Sanout",Male,20,188,91.7,Protestant,2.06,4th,Biology,Environmental Sciences,77,86,1,0,NA
397134,"Silva, Karla",Female,20,152,61.4,Other,2.84,4th,Biology,Economics and Finance,76,81,0,0,NA
286541,"Mccoy Torrance, Katie-Lynne",Female,21,177,76.7,Orthodox,1.98,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
321631,"Palmer, Nicholas",Male,22,179,79.1,Protestant,1.17,3rd,Mathematics and Statistics,Biology,88,87,1,0,NA
836347,"Avila, Jacob",Male,21,175,72.9,Other,2.41,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
642286,"Montelongo, Adriana",Female,24,159,62,Other,2.38,3rd,Social Sciences,Economics and Finance,50,46,1,0,NA
746541,"Barela, Danielle",Female,22,179,79.1,Orthodox,2.16,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
623421,"Apodaca, Hung",Male,22,175,76.3,Catholic,2.37,4th,Social Sciences,Environmental Sciences,35,38,1,0,NA
221540,"Coreau, Tucker",Male,19,176,74.1,Muslim,1.45,3rd,Mathematics and Statistics,Political Science,91,87,1,0,NA
221813,"Montoya, Yia",Male,42,168,72.3,Protestant,2.28,6th,Political Science,Economics and Finance,54,57,0,0,NA
410626,"Moreno, Rikeisha",Female,21,159,62.8,Catholic,2.32,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
928692,"Larrabee, Courtney",Female,18,169,72.1,Catholic,1.66,3rd,Biology,Political Science,81,76,0,0,NA
305032,"Moua, Michael",Male,19,176,73.7,Catholic,1.38,5th,Mathematics and Statistics,Social Sciences,86,89,0,0,NA
129301,"Lizer, Matthew",Male,19,181,79.6,Catholic,1.06,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
905793,"Flores, Paris",Female,20,156,62.7,Protestant,3.17,>6th,Environmental Sciences,Social Sciences,73,68,0,1,34077.58553
899899,"Lara Calderon, Shelby",Female,20,168,75.8,Catholic,2.8,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
818305,"Tarar, Jeremy",Male,60,179,81.5,Other,1.22,4th,Economics and Finance,Political Science,68,60,0,0,NA
869570,"Lujan-Munoz, Breanna",Female,18,171,69.2,Catholic,1.01,3rd,Economics and Finance,Social Sciences,67,63,1,0,NA
943034,"Fancher, Makala",Female,25,164,64.6,Other,2.03,3rd,Biology,Political Science,68,77,1,0,NA
988563,"Vue, Gilberto",Male,23,180,76.6,Muslim,2.05,3rd,Mathematics and Statistics,Social Sciences,93,87,0,0,NA
360915,"Aragon, Kalaja",Female,20,156,68.6,Other,1.31,2nd,Social Sciences,Biology,NA,NA,0,0,NA
176776,"Ocanas, Vernaye",Female,20,165,68.5,Protestant,2.59,4th,Environmental Sciences,Economics and Finance,71,77,1,1,35199.86371
865662,"Combs, Garrett",Male,22,176,72.2,Protestant,1.95,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
209894,"Han, Aldo",Male,21,191,86.7,Catholic,2.31,5th,Environmental Sciences,Economics and Finance,72,81,1,1,29316.83188
117251,"Esquivel, Charita",Female,20,154,64.4,Protestant,1.81,4th,Economics and Finance,Social Sciences,68,60,1,0,NA
329428,"Wilkins, Kelia",Female,22,146,59.3,Catholic,1.49,2nd,Social Sciences,Biology,NA,NA,0,0,NA
522716,"Hall, Jaylyn",Female,24,159,60.7,Muslim,3.16,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
566958,"Lee, Phillip",Male,22,168,66.4,Other,1.96,6th,Mathematics and Statistics,Political Science,85,91,1,1,53876.87551
801685,"Oster, Steven",Male,20,179,75.7,Protestant,1.35,3rd,Economics and Finance,Mathematics and Statistics,78,61,0,0,NA
642435,"Xiong, Darian",Male,23,192,89.5,Other,2.66,3rd,Political Science,Economics and Finance,64,59,0,0,NA
252667,"Johns, Emily",Female,19,149,61.7,Protestant,2.73,3rd,Economics and Finance,Social Sciences,69,70,1,0,NA
254815,"Pacheco, Brandon",Male,22,170,69,Catholic,1.26,4th,Mathematics and Statistics,Environmental Sciences,90,89,0,0,NA
645027,"Dimas-Williams, Daria",Female,43,156,61.3,Other,3.49,4th,Political Science,Environmental Sciences,60,48,0,1,41273.98056
728015,"Novotny, Cody",Male,18,189,86.9,Other,3.35,3rd,Environmental Sciences,Social Sciences,80,68,0,0,NA
502746,"Valdez, Nicholas",Male,21,176,76.6,Catholic,1.18,3rd,Mathematics and Statistics,Economics and Finance,87,91,1,0,NA
773962,"Salansky, Dazhean",Male,18,180,79.1,Orthodox,1.46,3rd,Mathematics and Statistics,Environmental Sciences,94,89,1,0,NA
731235,"Thamrongpradith, Michael",Male,21,182,79.9,Catholic,2.44,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
287907,"Hazel, Thusuong",Female,22,169,67.1,Protestant,3.18,4th,Environmental Sciences,Mathematics and Statistics,78,76,1,0,NA
621777,"Stacy, Jafer",Male,21,178,75.9,Other,2.82,3rd,Political Science,Mathematics and Statistics,51,60,1,0,NA
621433,"Phu, Dominque",Male,22,177,75.5,Other,2.15,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
954824,"Hoang, Andreas",Male,19,183,81.4,Protestant,3.26,>6th,Mathematics and Statistics,Environmental Sciences,87,89,0,1,46974.98243
446504,"Gullatt, Amanda",Female,24,152,62.1,Protestant,2.18,3rd,Political Science,Mathematics and Statistics,52,50,1,0,NA
244460,"Smith, Javier",Male,23,195,94.2,Other,1.42,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
187479,"Sharp, Lauren",Female,22,164,64.9,Other,2.32,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
644759,"Martinez, Jeremy",Male,21,167,68.8,Catholic,3.05,5th,Mathematics and Statistics,Social Sciences,86,92,1,1,51017.43604
189006,"Green, Devon",Male,22,184,84.9,Catholic,2.18,2nd,Biology,Social Sciences,NA,NA,0,0,NA
745034,"Law, Catherine",Female,22,158,65,Other,1.75,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
620419,"Gonzales, Anisha",Female,24,167,71.8,Protestant,2.06,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
939248,"Rodriguez, Justina",Female,20,166,66.3,Other,1.18,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
405224,"Metoyer, Kelly",Female,18,166,70.7,Orthodox,2.31,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
950064,"Williams, Carl",Male,22,178,77.9,Catholic,2.28,5th,Environmental Sciences,Biology,73,77,1,1,34468.46827
287354,"Landry, Gilbert",Male,21,190,87.1,Catholic,3.4,>6th,Environmental Sciences,Mathematics and Statistics,66,64,0,1,37554.0138
738972,"Fink, Schyler",Male,22,170,73.1,Catholic,1.64,6th,Mathematics and Statistics,Social Sciences,88,93,1,1,50360.62885
861175,"Pullen, Kasey",Female,19,159,61,Other,2.12,3rd,Economics and Finance,Mathematics and Statistics,68,73,0,0,NA
275978,"George, Terry",Male,24,180,76.9,Catholic,3.44,5th,Social Sciences,Biology,46,49,0,1,32838.25195
317686,"Kawamura, Matthew",Male,25,165,69.3,Other,2.11,4th,Mathematics and Statistics,Economics and Finance,89,88,0,1,52587.05873
215821,"Pappas, Connor",Male,20,180,79.8,Other,3.61,4th,Mathematics and Statistics,Political Science,86,91,0,0,NA
341323,"Cobbins, Kateri",Female,19,174,79.1,Catholic,1.58,>6th,Biology,Environmental Sciences,81,83,1,1,38884.3708
270092,"Rodriguez, Miranda",Female,22,160,67.7,Catholic,2.89,3rd,Political Science,Economics and Finance,50,52,0,0,NA
285843,"Sorrell, Devon",Male,21,189,91.2,Catholic,3.04,>6th,Economics and Finance,Political Science,64,67,0,0,NA
728043,"Schindler, Keyin",Male,22,179,80,Orthodox,1.43,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
942552,"May, Jose",Male,24,175,72,Other,1.53,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
842261,"Candelaria, Jau'Nae",Female,20,156,59.5,Other,3.99,2nd,Biology,Social Sciences,NA,NA,0,0,NA
712710,"Rambo, Henry",Male,19,180,76.6,Catholic,1.01,5th,Economics and Finance,Biology,61,71,1,0,NA
636514,"Garcia, Navro",Male,20,189,89.7,Catholic,3.19,2nd,Biology,Social Sciences,NA,NA,0,0,NA
928280,"Nelson, Kari",Female,20,168,67.1,Other,2.07,1st,Political Science,Biology,NA,NA,0,0,NA
766983,"Gonzales, Raymond",Male,25,169,73.1,Protestant,1.25,4th,Social Sciences,Mathematics and Statistics,41,48,1,0,NA
193272,"Burnsed, John",Male,23,176,74,Other,1.46,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
824558,"Khanal, Theodore",Male,22,177,72.8,Protestant,2.27,4th,Political Science,Economics and Finance,58,47,1,1,53928.99216
949915,"Finley, Isaiah",Male,23,196,98.8,Other,1.71,3rd,Social Sciences,Mathematics and Statistics,46,44,1,0,NA
430689,"Kendall, Amantema",Male,23,171,72.9,Protestant,1.56,5th,Biology,Mathematics and Statistics,79,76,0,1,53371.55151
509375,"Fluetsch, Alon'E",Male,21,174,71.3,Protestant,1.88,>6th,Mathematics and Statistics,Biology,88,86,1,1,42801.21504
501865,"Duling, Calvin",Male,22,179,79.4,Catholic,1.44,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
701011,"Bornhoft, Shelby",Female,18,170,67.9,Protestant,3.93,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
635076,"Morris, Jia",Female,23,168,69.4,Other,2.15,3rd,Environmental Sciences,Economics and Finance,68,73,0,0,NA
728977,"Mattern, Gabriel",Male,38,182,78,Protestant,3.96,6th,Biology,Environmental Sciences,76,83,1,1,56853.81379
186927,"Vizcaya, Julia",Female,20,159,66,Orthodox,1.44,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
198614,"Kim, Jacques",Male,21,175,77.6,Protestant,1.86,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
777225,"Stigall, Shelby",Female,22,167,69.8,Protestant,3.06,2nd,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
132595,"Swain, Mackenzie",Male,21,183,80.7,Other,1.59,5th,Mathematics and Statistics,Political Science,80,85,1,0,NA
875336,"Bartolo, Alenia",Female,20,158,63,Orthodox,3.23,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
870225,"Romero Dominguez, Haley",Female,21,162,63.5,Protestant,3.32,4th,Environmental Sciences,Mathematics and Statistics,70,82,1,0,NA
719686,"Peebles, Erik",Male,22,182,83.4,Protestant,2.16,1st,Social Sciences,Political Science,NA,NA,0,0,NA
244402,"Upschulte, Michael",Male,22,170,74.7,Catholic,3.68,2nd,Political Science,Biology,NA,NA,0,0,NA
742725,"Hinton, Angelo",Male,22,175,73.5,Muslim,1.24,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
802920,"Anima, Renee",Female,22,158,61.9,Other,2,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
799690,"Hernandez, Andy",Male,23,184,79.7,Protestant,2.92,6th,Mathematics and Statistics,Environmental Sciences,85,88,1,0,NA
916848,"Suarez, Tanner",Female,24,170,72.5,Catholic,1.43,3rd,Biology,Social Sciences,77,72,1,0,NA
935342,"Fisher-Jones, Nikolas",Male,22,183,80.7,Protestant,2,3rd,Political Science,Biology,64,57,1,0,NA
664267,"Granger, Connor",Male,35,173,70.2,Protestant,2.08,3rd,Economics and Finance,Social Sciences,62,65,1,0,NA
974221,"Daniel, Joshua",Male,22,182,82.2,Catholic,2.86,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
795265,"Southern, Olivia",Female,19,168,64.4,Orthodox,3.69,3rd,Economics and Finance,Mathematics and Statistics,62,69,0,0,NA
473939,"Cervantes, Brittany",Female,23,173,68.9,Other,3.79,4th,Biology,Environmental Sciences,76,78,1,0,NA
226277,"Santistevan, Irene",Female,21,150,58.8,Catholic,2.34,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
637550,"Flores, Margarita",Female,22,161,64.7,Other,1.01,4th,Mathematics and Statistics,Political Science,88,93,1,1,37709.72956
595839,"Ariaz, Melissa",Female,21,168,72.7,Protestant,4,5th,Political Science,Mathematics and Statistics,66,60,1,1,34855.80353
823575,"Diaz, Mariah",Female,21,164,64.2,Orthodox,1.93,3rd,Social Sciences,Mathematics and Statistics,52,45,1,0,NA
840378,"Weber, Marcus",Male,24,187,88,Protestant,1.21,>6th,Biology,Social Sciences,82,78,0,1,58133.20978
579097,"Velazquez, Stephanie",Female,19,168,69.7,Protestant,3.7,>6th,Biology,Mathematics and Statistics,80,84,1,1,39135.67584
415509,"Lopez, Tyler",Male,19,168,74.3,Protestant,1.63,6th,Mathematics and Statistics,Environmental Sciences,88,90,1,1,40882.83535
715898,"Roybal, Sandra",Female,23,174,73.2,Other,1.63,1st,Biology,Economics and Finance,NA,NA,0,0,NA
399166,"Nwizu, Jacob",Male,21,177,73.5,Catholic,1.98,3rd,Environmental Sciences,Economics and Finance,61,81,1,0,NA
379289,"Pham, Gabriel",Male,26,156,63.8,Catholic,1.38,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
862635,"Sharma, Mahamud",Male,20,182,80.1,Protestant,3.28,2nd,Biology,Economics and Finance,NA,NA,0,0,NA
752125,"Young II, Christopher",Male,23,183,80.4,Other,1.35,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
800848,"Robinson, Ashley",Female,21,173,74.5,Other,1.58,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
864732,"Myagmarsuren, Deon",Male,22,181,79.9,Catholic,1.02,4th,Biology,Social Sciences,83,78,1,0,NA
678327,"Cox, Sean",Male,25,178,75.5,Other,1.98,3rd,Mathematics and Statistics,Economics and Finance,85,95,1,0,NA
537809,"Strong, Lucy",Female,20,180,78.7,Protestant,2.69,3rd,Mathematics and Statistics,Economics and Finance,92,94,0,0,NA
806215,"Chen, Devante",Male,25,166,67.6,Other,1.82,4th,Political Science,Environmental Sciences,57,58,0,0,NA
691529,"Fitch, Dung",Female,21,180,77.8,Protestant,1.83,3rd,Social Sciences,Biology,54,43,0,0,NA
